word_idx	word	start	end	token	pos	dep	stop	sentence_id
262	changed	81.82712792968749	82.1471279296875	changed	VBD	ccomp	False	17
263	strategies	82.1471279296875	82.8571279296875	strategies	NNS	dobj	False	17
264	He	83.5071279296875	83.6271279296875	He	PRP	nsubj	True	18
265	put	83.6271279296875	83.7371279296875	put	VBD	relcl	True	18
266	his	83.7571279296875	83.8571279296875	his	PRP$	poss	True	18
267	camera	83.8771279296875	84.15712792968749	camera	NN	dobj	False	18
268	on	84.15712792968749	84.2471279296875	on	IN	prep	True	18
269	a	84.2471279296875	84.3071279296875	a	DT	det	True	18
270	tripod	84.3071279296875	84.93712792968749	tripod	NN	pobj	False	18
271	and	84.9771279296875	85.0971279296875	and	CC	cc	True	18
272	threw	85.1171279296875	85.21712792968749	threw	VBD	conj	False	18
273	down	85.21712792968749	85.3871279296875	down	RP	prt	True	18
274	some	85.4271279296875	85.57712792968749	some	DT	det	True	18
275	cookies	85.5971279296875	86.1971279296875	cookies	NNS	dobj	False	18
276	to	86.1971279296875	86.3171279296875	to	TO	aux	True	18
277	try	86.3371279296875	86.51712792968749	try	VB	advcl	False	18
278	to	86.51712792968749	86.5871279296875	to	TO	aux	True	18
279	entice	86.5871279296875	86.9571279296875	entice	VB	xcomp	False	18
280	the	86.9571279296875	87.01712792968749	the	DT	det	True	18
281	monkeys	87.0371279296875	87.3571279296875	monkeys	NNS	dobj	False	18
282	over	87.43712792968749	87.7771279296875	over	IN	prep	True	18
283	He	88.5571279296875	88.65712792968749	He	PRP	nsubj	True	19
284	was	88.6771279296875	88.7871279296875	was	VBD	aux	True	19
285	hoping	88.7871279296875	89.0571279296875	hoping	VBG	conj	False	19
286	they'd	89.0571279296875	89.1971279296875	they	PRP	nsubj	True	19
286	they'd	89.0571279296875	89.1971279296875	'd	MD	aux	True	19
287	get	89.1771279296875	89.3471279296875	get	VB	ccomp	True	19
288	curious	89.3671279296875	89.8371279296875	curious	JJ	acomp	False	19
289	about	89.9171279296875	90.1371279296875	about	IN	prep	True	19
290	the	90.1371279296875	90.2071279296875	the	DT	det	True	19
291	camera	90.2071279296875	90.7271279296875	camera	NN	pobj	False	19
292	and	90.8771279296875	91.0071279296875	and	CC	cc	True	19
293	start	91.0871279296875	91.2871279296875	start	VB	conj	False	19
294	pushing	91.3071279296875	91.5671279296875	pushing	VBG	xcomp	False	19
295	the	91.5871279296875	91.6671279296875	the	DT	det	True	19
296	button	91.68712792968748	91.93712792968748	button	NN	dobj	False	19
297	themselves	91.93712792968748	92.68712792968748	themselves	PRP	dobj	True	19
298	They	93.6071279296875	93.7271279296875	They	PRP	nsubj	True	20
299	were	93.7871279296875	94.0271279296875	were	VBD	ROOT	True	20
300	curious	94.0871279296875	94.7271279296875	curious	JJ	acomp	False	20
301	They	95.46712792968748	95.5371279296875	They	PRP	nsubj	True	21
302	were	95.5971279296875	95.6771279296875	were	VBD	aux	True	21
303	not	95.71712792968748	95.96712792968748	not	RB	neg	True	21
304	pushing	95.9871279296875	96.2771279296875	pushing	VBG	ccomp	False	21
305	the	96.29712792968748	96.3871279296875	the	DT	det	True	21
306	button	96.40712792968748	96.7371279296875	button	NN	dobj	False	21
307	So	98.5971279296875	98.6971279296875	So	RB	advmod	True	22
308	David	98.71712792968748	98.9771279296875	David	NNP	nsubj	False	22
309	attached	99.01712792968748	99.32712792968748	attached	VBD	advcl	False	22
310	a	99.3671279296875	99.40712792968748	a	DT	det	True	22
311	cable	99.40712792968748	99.82712792968748	cable	NN	dobj	False	22
312	with	99.8471279296875	99.9271279296875	with	IN	prep	True	22
313	a	99.96712792968748	99.9971279296875	a	DT	det	True	22
314	button	99.9971279296875	100.2371279296875	button	NN	pobj	False	22
315	on	100.2371279296875	100.3571279296875	on	IN	prep	True	22
316	the	100.3571279296875	100.43712792968748	the	DT	det	True	22
317	end	100.4971279296875	100.6271279296875	end	NN	pobj	False	22
318	of	100.6471279296875	100.7271279296875	of	IN	prep	True	22
319	it	100.76712792968748	100.96712792968748	it	PRP	pobj	True	22
320	to	100.9871279296875	101.0971279296875	to	IN	prep	True	22
321	the	101.0971279296875	101.1771279296875	the	DT	det	True	22
322	camera	101.1771279296875	101.5971279296875	camera	NN	pobj	False	22
323	The	102.4571279296875	102.5671279296875	The	DT	det	True	23
324	monkeys	102.5871279296875	102.82712792968748	monkeys	NNS	nsubj	False	23
325	liked	102.8671279296875	103.1271279296875	liked	VBD	conj	False	23
326	that	103.1071279296875	103.32712792968748	that	IN	mark	True	23
327	They	104.1271279296875	104.2071279296875	They	PRP	nsubj	True	24
328	started	104.2471279296875	104.5071279296875	started	VBD	ccomp	False	24
329	playing	104.5671279296875	104.8171279296875	playing	VBG	xcomp	False	24
330	with	104.79712792968748	104.9571279296875	with	IN	prep	True	24
331	it	104.9771279296875	105.1971279296875	it	PRP	nsubj	True	24
332	putting	105.1971279296875	105.4171279296875	putting	VBG	pcomp	False	24
333	it	105.4171279296875	105.4971279296875	it	PRP	dobj	True	24
334	in	105.4971279296875	105.5571279296875	in	IN	prep	True	24
335	their	105.5571279296875	105.68712792968748	their	PRP$	poss	True	24
336	mouths	105.68712792968748	106.21712792968748	mouths	NNS	pobj	False	24
337	fighting	106.3171279296875	106.6171279296875	fighting	VBG	advcl	False	24
338	over	106.6371279296875	106.8371279296875	over	IN	prep	True	24
339	it	106.8571279296875	107.0071279296875	it	PRP	pobj	True	24
340	And	107.5189279296875	107.6389279296875	And	CC	cc	True	25
341	of	107.6589279296875	107.7489279296875	of	IN	ROOT	True	25
342	course	107.7889279296875	107.9989279296875	course	NN	pobj	False	25
343	when	108.0189279296875	108.3389279296875	when	WRB	advmod	True	25
344	when	108.9289279296875	109.0889279296875	when	WRB	advmod	True	25
345	it	109.0889279296875	109.1889279296875	it	PRP	nsubj	True	25
346	when	109.20892792968748	109.3289279296875	when	WRB	advmod	True	25
347	it	109.34892792968748	109.4189279296875	it	PRP	nsubjpass	True	25
348	got	109.4189279296875	109.6089279296875	got	VBD	auxpass	False	25
349	pressed	109.6589279296875	110.1789279296875	pressed	VBN	advcl	False	25
350	they	110.9189279296875	111.31892792968748	they	PRP	nsubj	True	25
351	automatically	111.31892792968748	112.34892792968748	automatically	RB	advmod	False	25
352	looked	112.4389279296875	112.73892792968748	looked	VBD	advcl	False	25
353	into	112.7989279296875	112.9789279296875	into	IN	prep	True	25
354	the	112.9989279296875	113.06892792968748	the	DT	det	True	25
355	lens	113.0489279296875	113.5489279296875	lens	NN	pobj	False	25
356	And	114.1689279296875	114.2589279296875	And	CC	cc	True	26
357	the	114.2889279296875	114.34892792968748	the	DT	det	True	26
358	fact	114.3889279296875	114.5389279296875	fact	NN	pobj	False	26
359	that	114.5789279296875	114.62892792968748	that	IN	mark	True	26
360	it's	114.6689279296875	114.7589279296875	it	PRP	nsubj	True	26
360	it's	114.6689279296875	114.7589279296875	's	VBZ	aux	True	26
361	going	114.7989279296875	114.9789279296875	going	VBG	acl	False	26
362	ch	115.0089279296875	115.1589279296875	ch	NNP	intj	False	26
363	ch	115.1589279296875	115.31892792968748	ch	NNP	intj	False	26
364	ch	115.31892792968748	115.5089279296875	ch	NNP	nmod	False	26
365	ch	115.5089279296875	115.6989279296875	ch	UH	compound	False	26
366	ch	115.6989279296875	116.0089279296875	ch	NN	intj	False	26
367	it's	116.1589279296875	116.31892792968748	it	PRP	nsubj	True	26
367	it's	116.1589279296875	116.31892792968748	's	VBZ	ROOT	True	26
368	monkey	116.3389279296875	116.5589279296875	monkey	NN	compound	False	26
369	language	116.59892792968748	117.1789279296875	language	NN	attr	False	26
370	They	117.7645279296875	117.85452792968748	They	PRP	nsubj	True	27
371	fired	117.8745279296875	118.0945279296875	fired	VBD	conj	False	27
372	off	118.1545279296875	118.2845279296875	off	RP	prt	True	27
373	a	118.3045279296875	118.3445279296875	a	DT	quantmod	True	27
374	few	118.3445279296875	118.5545279296875	few	JJ	amod	True	27
375	shots	118.5945279296875	119.0545279296875	shots	NNS	dobj	False	28
376	David	119.5545279296875	119.8045279296875	David	NNP	nsubj	False	28
377	reviewed	119.8645279296875	120.1945279296875	reviewed	VBD	relcl	False	28
378	them	120.1945279296875	120.4245279296875	them	PRP	dobj	True	28
379	They	120.9545279296875	121.07452792968748	They	PRP	nsubj	True	29
380	weren't	121.1145279296875	121.32452792968748	were	VBD	relcl	True	29
380	weren't	121.1145279296875	121.32452792968748	n't	RB	neg	True	29
381	bad	121.32452792968748	121.6645279296875	bad	JJ	acomp	False	29
382	a	122.2245279296875	122.3345279296875	a	DT	det	True	29
383	little	122.3745279296875	122.5545279296875	little	JJ	npadvmod	False	29
384	out	122.5945279296875	122.6545279296875	out	IN	prep	True	29
385	of	122.6945279296875	122.7545279296875	of	IN	prep	True	29
386	focus	122.7545279296875	123.2745279296875	focus	NN	pobj	False	29
387	So	124.0545279296875	124.1445279296875	So	RB	advmod	True	30
388	he	124.18452792968748	124.2445279296875	he	PRP	nsubj	True	30
389	adjusted	124.2445279296875	124.60452792968748	adjusted	VBD	ROOT	False	30
390	the	124.60452792968748	124.6645279296875	the	DT	det	True	30
391	settings	124.68452792968748	125.1545279296875	settings	NNS	dobj	False	30
392	and	125.1745279296875	125.2845279296875	and	CC	cc	True	30
393	put	125.3045279296875	125.43452792968748	put	VBD	conj	True	30
394	the	125.43452792968748	125.4945279296875	the	DT	det	True	30
395	camera	125.4945279296875	125.8045279296875	camera	NN	dobj	False	30
396	back	125.8045279296875	126.1545279296875	back	RP	advmod	True	30
397	The	127.1945279296875	127.2345279296875	The	DT	det	True	31
398	monkeys	127.2745279296875	127.5245279296875	monkeys	NNS	nsubj	False	31
399	were	127.5645279296875	127.6545279296875	were	VBD	conj	True	31
400	into	127.71452792968748	127.9045279296875	into	IN	prep	True	31
401	the	127.9245279296875	128.0345279296875	the	DT	det	True	31
402	whole	128.0545279296875	128.1945279296875	whole	JJ	amod	True	31
403	project	128.1945279296875	128.5645279296875	project	NN	pobj	False	31
404	by	128.6445279296875	128.7845279296875	by	IN	prep	True	31
405	now	128.8045279296875	129.0545279296875	now	RB	pcomp	True	31
406	In	129.3945279296875	129.4745279296875	In	IN	prep	True	32
407	fact	129.51452792968752	129.7445279296875	fact	NN	pobj	False	32
408	they	129.8445279296875	129.9245279296875	they	PRP	nsubj	True	32
409	were	129.9445279296875	129.9945279296875	were	VBD	aux	True	32
